,Unnamed: 0,name,position,domain,years_exp,contact,tags
446,446,Rosalie,datascientist,production,3,9105864104,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network softwar engin design develop maintain softwar applic contribut develop innov solut support organiz object softwar engin design develop maintain softwar applic contribut develop innov solut support organiz object
447,447,Ming,datascientist,production,3,6533873120,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
448,448,Walter,production manager,production,2,3521124783,product manag manufactur oper manag lean manufactur process improv team manag budget manag schedul qualiti control inventori manag suppli chain manag perform metr continu improv problem solv collabor workforc manag product plan safeti manag root caus analysi kaizen special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
449,449,Rose,technician,production,3,4879900447,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
450,450,Maryellen,technician,production,3,3432069970,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
451,451,Hannah,technician,production,5,9655391113,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
452,452,Tayana,datascientist,production,4,5365627654,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
453,453,Sneha,technician,production,5,1388534240,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system product manag overse aspect manufactur oper lead team optim process minim cost ensur product qualiti consist product manag overse aspect manufactur oper lead team optim process minim cost ensur product qualiti consist
454,454,George,technician,production,4,3060655276,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
455,455,Noelle,database administrator,it/is,3,3312298406,databas manag sql databas design databas tun backup recoveri data integr data secur perform monitor queri optim databas administr tool data model troubleshoot high avail data migr nosql etl relat databa mysql oracl microsoft sql serv special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
456,456,Yen,datascientist,production,3,7752348042,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
457,457,Judy,technician,production,4,7194932182,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
458,458,Donysha,sales manager,sales,5,1636002504,sale manag sale strategi team manag busi develop sale forecast client relationship manag territori manag negoti sale train perform manag custom acquisit market analysi competit analysi custom satisfact key account manag pipelin manag budget manag crm coach leadership special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
459,459,Kramer,technician,production,4,5446171594,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
460,460,Bartholemew,devops,sales,5,9246617366,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
461,461,Janet,president & ceo,executive office,3,6295287007,execut leadership strateg plan busi strategi entrepreneurship visionari leadership organiz manag execut manag busi develop corpor govern board rel financi manag leadership develop chang manag stakehold manag execut decis mak public speak crisi manag merger acquisit industri knowledg innov domain special cloud engin design implement manag cloud infrastructur support organiz oper scalabl domain special cloud engin design implement manag cloud infrastructur support organiz oper scalabl
462,462,Kathleen,technician,production,5,1642606445,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
463,463,Alexandra,technician,production,4,8927004591,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
464,464,Bradley  J,technician,production,3,3394962656,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
465,465,John,technician,production,3,9956578601,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
466,466,Freddy,devops,sales,5,8965634761,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
467,467,Jyoti,sr. network engineer,it/is,5,3499038933,network engin network design rout switch firew network secur cisco junip dn dhcp vpn wireless network network troubleshoot network monitor network protocol load balanc ipv4 ipv6 ccnp ccie role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
468,468,Hans,production manager,production,4,5423315681,product manag manufactur oper manag lean manufactur process improv team manag budget manag schedul qualiti control inventori manag suppli chain manag perform metr continu improv problem solv collabor workforc manag product plan safeti manag root caus analysi kaizen special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
469,469,Lindsey,datascientist,production,3,1503121623,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
470,470,Enrico,technician,production,5,5862757339,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
471,471,William,accountant i,admin offices,4,4279900786,account financ financi report bookkeep audit taxat budget payrol financi analysi account reconcili gaap excel quickbook cpa financi stat account pay account receiv cash flow incom stat balanc sheet role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
472,472,Mohammed,datascientist,production,3,1614779281,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
473,473,Binh,cloudengineer,it/is,5,1495080775,cloud comput aw azur googl cloud devop infrastructur cod autom contain kubernet network secur serverless architectur script monitor scalabl high avail deploy linux python combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
474,474,Dallas,technician,production,3,6444606878,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
475,475,Brandon  R,shared services manager,admin offices,4,1255650022,share servic process improv oper manag servic deliveri team manag budget manag stakehold manag perform metr continu improv vendor manag outsourc servic level agr chang manag project manag collabor problem solv busi process outsourc custom servic leadership commun skil softwar engin design develop maintain softwar applic contribut develop innov solut support organiz object softwar engin design develop maintain softwar applic contribut develop innov solut support organiz object
476,476,Hannibal,technician,production,3,5523984951,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system data analyst domain analyz data provid insight support process contribut organiz effici effect data analyst domain analyz data provid insight support process contribut organiz effici effect
477,477,Giovanni,devops,sales,3,1473497586,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
478,478,Ketsia,production manager,production,3,7819192423,product manag manufactur oper manag lean manufactur process improv team manag budget manag schedul qualiti control inventori manag suppli chain manag perform metr continu improv problem solv collabor workforc manag product plan safeti manag root caus analysi kaizen role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
479,479,Marilyn,technician,production,4,5827924946,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system product manag overse aspect manufactur oper lead team optim process minim cost ensur product qualiti consist product manag overse aspect manufactur oper lead team optim process minim cost ensur product qualiti consist
480,480,Mathew,datascientist,production,3,7707820538,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network data analyst domain analyz data provid insight support process contribut organiz effici effect data analyst domain analyz data provid insight support process contribut organiz effici effect
481,481,Leonara,it support,it/is,4,5283155079,support technic support troubleshoot helpdesk support instal network troubleshoot support custom servic ticket system remot support problem solv softwar upd system mainten comput repair user train itil incid manag knowledg ba polici asset manag role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
482,482,Susan,datascientist,production,4,9558955720,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
483,483,Lisa,datascientist,production,4,5970704115,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
484,484,Allison,technician,production,3,5152654055,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
485,485,Lindsay,technician,production,4,3971547476,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
486,486,Samuel,technician,production,4,3785634688,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
487,487,Lauren,technician,production,4,5617064757,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system bi develop domain design develop busi intellig solut facilit enhanc organiz perform effici bi develop domain design develop busi intellig solut facilit enhanc organiz perform effici
488,488,Robyn,datascientist,production,3,9535087767,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
489,489,Karen,datascientist,production,4,4587883679,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
490,490,Debbie,technician,production,3,6940900211,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
491,491,Sandra,software engineer,software engineering,5,7826178370,softwar develop program algorithm program python java web develop databas manag softwar design agil methodolog test debug version control softwar architectur problem solv data structur cloud comput rest api git role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
492,492,Shana,technician,production,4,6554562574,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
493,493,B'rigit,datascientist,production,5,3647253136,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
494,494,Sandy,technician,production,3,8983862876,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system data analyst domain analyz data provid insight support process contribut organiz effici effect data analyst domain analyz data provid insight support process contribut organiz effici effect
495,495,Jac,devops,sales,4,2191489634,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur princip data architect domain design overse implement data architectur solut ensur align busi object data manag best practic princip data architect domain design overse implement data architectur solut ensur align busi object data manag best practic
496,496,Elizabeth,technician,production,4,1086688547,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system data architect domain design implement data manag solut ensur data avail integr secur meet busi need data architect domain design implement data manag solut ensur data avail integr secur meet busi need
497,497,Jennifer,technician,production,4,6156247637,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
498,498,Brannon,production manager,production,3,9855854897,product manag manufactur oper manag lean manufactur process improv team manag budget manag schedul qualiti control inventori manag suppli chain manag perform metr continu improv problem solv collabor workforc manag product plan safeti manag root caus analysi kaizen role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
499,499,Ned,datascientist,production,2,3354293007,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network manag db domain overse administr mainten databas ensur data avail integr secur manag db domain overse administr mainten databas ensur data avail integr secur
500,500,Erasumus,datascientist,production,3,2353273862,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network manag db domain overse administr mainten databas ensur data avail integr secur manag db domain overse administr mainten databas ensur data avail integr secur
501,501,Peter,it manager - infra,it/is,3,7678397945,infrastructur network system administr cloud comput virtual secur server manag disast recoveri capac plan architectur data center manag network secur firew rout switch oper incid manag chang manag itil autom scalabl softwar engin develop maintain softwar solut leverag program languag best practic meet project requir deliv product softwar engin develop maintain softwar solut leverag program languag best practic meet project requir deliv product
502,502,Luisa,datascientist,production,3,5863444471,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
503,503,Patrick,datascientist,production,4,7242729424,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
504,504,Tanya,network engineer,it/is,3,4255194222,network rout switch firew network secur cisco junip dn dhcp vpn wireless network network monitor network troubleshoot network protocol subnet load balanc ipv4 ipv6 ccna special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
505,505,Dawn,technician,production,4,4495297396,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
506,506,Maliki,datascientist,production,5,1565149626,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
507,507,Michael,technician,production,4,4962908806,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system network engin domain design implement maintain network infrastructur ensur connect perform secur network engin domain design implement maintain network infrastructur ensur connect perform secur
508,508,Kurt,cloudengineer,it/is,3,7909842200,cloud comput aw azur googl cloud devop infrastructur cod autom contain kubernet network secur serverless architectur script monitor scalabl high avail deploy linux python role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
509,509,Colombui,technician,production,3,4536998174,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system administr assist admin offic provid administr support includ manag schedul coordin meet handl correspond administr assist admin offic provid administr support includ manag schedul coordin meet handl correspond
510,510,Horia,technician,production,3,6166280177,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
511,511,Richard,technician,production,5,7626611466,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
512,512,Shari,technician,production,3,1082368712,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system administr assist admin offic provid administr support includ manag schedul coordin meet handl correspond administr assist admin offic provid administr support includ manag schedul coordin meet handl correspond
513,513,Dheepa,devops,sales,5,1511168691,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
514,514,Lei-Ming,technician,production,5,3510874059,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role data analyst domain analyz interpret data provid action insight support process role data analyst domain analyz interpret data provid action insight support process
515,515,Kristie,datascientist,production,5,9761727903,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network senior network engin domain design implement maintain network infrastructur ensur reliabl secur perform senior network engin domain design implement maintain network infrastructur ensur reliabl secur perform
516,516,Lynn,technician,production,2,1993338139,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
517,517,Brooke,datascientist,production,3,4437640920,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network product manag overse coordin manufactur process ensur effici qualiti complianc safeti regul product manag overse coordin manufactur process ensur effici qualiti complianc safeti regul
518,518,Jasmine,devops,sales,3,4192008970,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
519,519,Adeel,technician,production,3,5688885038,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system account admin offic manag financi record prepar report ensur complianc account standard regul account admin offic manag financi record prepar report ensur complianc account standard regul
520,520,Clinton,technician,production,3,9027535586,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
521,521,Travis,devops,sales,5,3814873013,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur product manag overse coordin manufactur process ensur effici qualiti complianc safeti regul product manag overse coordin manufactur process ensur effici qualiti complianc safeti regul
522,522,Nina,technician,production,4,9741092340,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
523,523,Lucas,software engineer,software engineering,5,9400830091,softwar develop program algorithm program python java web develop databas manag softwar design agil methodolog test debug version control softwar architectur problem solv data structur cloud comput rest api git softwar engin develop maintain softwar solut leverag program languag best practic meet project requir deliv product softwar engin develop maintain softwar solut leverag program languag best practic meet project requir deliv product
524,524,Randall,data analyst,it/is,4,7190800782,data analysi sql data visu excel statist data clean data interpret report problem solv critic think quantit analysi data manipul dashboard cr busi analysi data min data model python r tableau data valid bi develop domain design develop busi intellig solut enabl busi perform improv bi develop domain design develop busi intellig solut enabl busi perform improv
525,525,Martin,technician,production,5,2605856982,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
526,526,Ermine,datascientist,production,5,5782815816,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
527,527,Shakira,technician,production,4,1297573327,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
528,528,Lauren,datascientist,production,5,8297678813,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
529,529,Ebonee,production manager,production,5,6659127044,product manag manufactur oper manag lean manufactur process improv team manag budget manag schedul qualiti control inventori manag suppli chain manag perform metr continu improv problem solv collabor workforc manag product plan safeti manag root caus analysi kaizen special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
530,530,Shana,datascientist,production,3,7756437625,data sci machin learn python r data analysi statist predict model data min data visu deep learn natur languag process ai featur engin experi model evalu big data hadoop spark data preprocess neural network role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
531,531,Thelma,data analyst,it/is,5,4038325012,data analysi sql data visu excel statist data clean data interpret report problem solv critic think quantit analysi data manipul dashboard cr busi analysi data min data model python r tableau data valid combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact combin sale expertis devop practic optim sale process autom collabor drive revenu growth enhanc custom satisfact
532,532,Hong,technician,production,3,3176722486,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici role product technician focu maintain troubleshoot equip ensur uninterrupt product optim effici
533,533,Brad,technician,production,3,6970530389,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system network engin domain design implement maintain network infrastructur ensur connect perform secur network engin domain design implement maintain network infrastructur ensur connect perform secur
534,534,Xana,devops,sales,5,6845446394,devop autom continu integr continu deploy cloud comput contain kubernet infrastructur cod script monitor deploy scalabl agil methodolog git jenkin docker ansibl aw azur softwar engin develop maintain softwar solut leverag program languag best practic meet project requir deliv product softwar engin develop maintain softwar solut leverag program languag best practic meet project requir deliv product
535,535,Morissa,technician,production,4,3477448568,technic support troubleshoot instal repair mainten custom servic diagnost problem solv comput hardwar softwar instal network troubleshoot technic document support support electron system equip calibr system upgrad system test itil ticket system special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper special product data scientist leverag data analyt techniqu optim manufactur process drive effici innov product oper
